type,category,confidenceLevel,explanation,quantity
service,Transport service,1.0,Freight is a service that involves transporting goods from one location to another.,0
service,Transport service,0.9,Transport of CPO via Sungai,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport Service,0.8,Ongkos Angkut CPO is a transport service provider for oil palm fruit.,1
service,Transport service,0.9,Transport of CPO via Sungai,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT is a transport service for palm oil products from the factory to the bulk storage area,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 076ANJTNCPO1120 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
service,Transport service,0.8,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT is a transportation service for palm oil products from the factory to the bulk storage area,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 057ANJTNCPO0821 is related to the transportation of crude palm oil, which falls under the category of transport service.",3000
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 074ANJTNCPO1120 Tanggal 19 Nopember 2020 is related to transportation service for palm oil,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 058ANJTNCPO0821 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 088ANJTNCPO1220 is related to the transportation of crude palm oil, which falls under the category of transport service.",5000
product,Primary,1.0,Palm kernel is a primary product of the oil palm fruit.,2350
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C002,2450
service,Transport service,0.9,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE PKS BUMIPALMA KE BULKING RENGAT is a service that provides transportation of crude palm oil (CPO) from the factory Meganusa Intisawit to the processing facility Bulking Rengat.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C026,2850
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 026ANJTNCPO0421 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT is a transport service for palm oil from the factory Meganusa Intisawit to Bulking Rengat,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,UANG MUKA CRUDE PALM OIL CPO is a primary product of oil palm fruit.,0
service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS Periode' which is a service related to the maintenance and repair of palm oil processing machines.,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.85,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,TBS PERIODE 10 FEBRUARI 2021 refers to a transportation service for palm oil products.,1
service,Transport service,0.8,TBS PERIODE 11 MARET 2021 is a transportation service for palm oil products.,1
product,Primary,1.0,Palm oil fruit is a primary product of oil palm tree.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARAIPERSADA KE BULKING RENGAT is a transportation service for palm oil from the factory to the bulk storage area.,1
product,Primary,1.0,UANG MUKA ATAS CPO is a product of palm oil fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"The text refers to palm oil, which is a primary product of the oil palm fruit.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.9,Transport of CPO via Sungai,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,0.8,Panjar Penjualan CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for oil palm fruit,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a product derived from the fruit of the oil palm tree.,0
product,Primary,1.0,Palm oil fruit,2450
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.85,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Premium quality oil palm fruit,2250
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used in the processing of palm oil.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Uang Muka CPO 80 is a type of palm oil fruit.,80
product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  099MMALCBUCPOXI2021 is a palm oil product.,1
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C058,2850
service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,"Oil palm fruit such as palm kernel, palm shell, etc.",0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,"The text refers to the cost of transporting crude palm oil (CPO), indicating that it is a service related to the processing and transportation of palm oil.",1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,"Down Payment 90% of total sales of Crude Palm Oil (CPO) from the contract amount of 500,000 kg",500000
product,Primary,1.0,"The text refers to the purchase of palm kernel, which is a primary part of the oil palm fruit.",112
service,Transport service,1.0,Transport of CPO via Sungai,7
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport Service,0.95,Ongkos Angkut CPO is a transport service provider for oil palm fruit.,1
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a service provider for palm oil processing.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a maintenance and repair service for oil palm trees.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,UANG MUKA ATAS CPO is a product of palm oil fruit.,1
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT is a transportation service for palm oil from the factory to the bulk storage area,1
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C041,2850
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,The text refers to a transport service for palm oil from PKSPangkalan Panji Mill to an unknown destination.,2450
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"The text refers to a quantity of crude palm oil (CPO) being transported from PKSPangkalan Panji Mill, indicating it is a product.",2450
product,Primary,1.0,Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO047IV2021 is a product of palm oil.,9100075433
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.9,Penyesuaian ongkos angkut CPO refers to the transportation cost of crude palm oil.,100
product,Primary,1.0,"ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C014 is a product of primary category, which are the parts of the oil palm fruit such as palm kernel, palm shell, etc.",2451
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C010 is a product of primary category, which is the part of the oil palm fruit such as palm kernel, palm shell, etc.",2451
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Pelunasan CPO Crude Palm Oil Kontrak No 0054SMKTNGCPOII2021 is a product of palm oil fruit.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,ANGKUTAN CRUDE PALM OIL is a product of palm oil fruit.,100
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
service,Maintenance/Repair Service,0.9,Pelunasan 20 atas SPJB No  048MMALCBUCPOXII2020 is a maintenance and repair service for palm oil processing equipment.,1
product,Primary,1.0,Pelunasan CPO 10 atas SPJB No  085MMALCBUCPOX2021 is a product of palm oil fruit.,10
service,Transport service,0.8,The text mentions 'Penjualan CPO Sesuai NoKontrak' which indicates the sale of palm oil products according to a contract.,500
product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  046MMALCBUCPOV2021 is a product of palm oil fruit.,1
product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  069MMALCBUCPOVIII2021 is a product of primary category as it is a part of the oil palm fruit such as palm kernel,90
product,Primary,1.0,Uang Muka Crude Palm Oil CPO Kontrak No 0054SMKTNGCPOII2021 is a product of palm oil fruit.,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,1.0,ONGKOS ANGKUTAN LAUT KM SUMBER REJEKI provides transportation services for palm oil from Ketapang to Lampung,88
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Angkutan CPO refers to the transportation of crude palm oil.,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
product,Primary,1.0,Pelunasan palm kernel is a primary product of oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C046,2850
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C043,2750
product,Primary,1.0,Palm kernel oil is a product derived from the oil palm fruit and falls under the category of primary products.,0
product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO005I2021 is a product of palm oil.,9100071922
service,Transport service,1.0,Ongkos Angkut is a transportation service provider for oil palm fruit,1
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,0.9,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Maintenance/Repair Service,0.8,"The text mentions 'TBS PERIODE 15 OKTOBER 2021', which indicates that the product is related to maintenance or repair services.",1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,TBS PERIODE 22 DESEMBER 2021 is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Tuslaag CPO is a type of palm oil product.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C007,2750
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location.,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,JASA ANGKUT CPO is a transportation service for palm oil products.,1
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Pelunasan CPO 10 atas SPJB No  078MMALCBUCPOIX2021 is a product of palm oil fruit.,10
product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  074MMALCBUCPOVIII2021 is a product of palm oil fruit.,90
product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  076MMALCBUCPOIX2021 is a product of palm oil fruit.,90
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
service,Transport service,1.0,Angkutan CPO dari Pulang Pisau tujuan Kumai dilakukan melalui jasa escort TK Senggora Crystal,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C019 is a transportation service for palm oil products,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
service,Transport service,1.0,Freight is a service that involves transporting goods from one location to another.,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider for oil palm fruit,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.8,TBS PERIODE 21 DESEMBER 2021 is a transportation service for palm oil products.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,0.9,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,0
service,Transport service,1.0,Ongkos Angkut is a transportation service provider.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
service,Transport service,1.0,Freight angkutan CPO dari sangkulirang tujuan tarjun menggunakan TB MITRA KENCANA IV TK Sumber Kencana VI,78170
service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT is a transportation service for palm oil from the factory Meganusa Intisawit to the bulk storage location,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
product,Primary,1.0,Oil palm fruit,1
product,Primary,1.0,Tuslaag is a palm oil fruit.,1451
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
service,Transport service,0.8,Ongkos angkut cpo is a transportation service for palm oil products.,1
product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
product,Primary,1.0,Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Jangilus LautTK SM Masterpiece 318 sebanyak  ,50
